FlangeLength,web_length,lip_Length,Thickness,Yeild_strength,Area_of_cross_section,P,Mxx,Myy,J,X(center_of_gravity),Y(center_of_gravity),Ixx,Iyy,Ixy,θ,I11,I22,Xs,Zs,Cw,β1,Local_factor,Distortional_factor,Global_factor,DSM
1.56,3.93,0.585,0.137,72.51,1.1234,81.4577,45.0125,22.8954,0.0070284,1.5669,1.9473,2.7579,0.7476,1.0752,-23.4657,3.2246,0.28092,1.5652,1.93,2.0037,0.042659,2.5489,1.9845,0.1756,49.67
1.56,3.93,0.585,0.137,79.77,1.1234,89.6136,49.5193,25.1878,0.0070284,1.5669,1.9473,2.7579,0.7476,1.0752,-23.4657,3.2246,0.28092,1.5652,1.93,2.0037,0.042659,2.1254,1.4587,0.0958,29.81
1.56,3.93,0.585,0.157,36.25,1.2874,46.6682,25.7883,13.1171,0.010578,1.5669,1.9473,3.1605,0.85674,1.2321,-23.4637,3.6953,0.32193,1.5652,1.93,2.2963,0.042659,7.2549,5.4451,1.2651,96.49
1.56,3.93,0.585,0.157,39.16,1.2874,48.2656,27.3659,12.2545,0.010578,1.5669,1.9473,3.1605,0.85674,1.2321,-23.4637,3.6953,0.32193,1.5652,1.93,2.2963,0.042659,7.1102,5.0012,1.1216,119.93
1.56,3.93,0.585,0.157,43.5,1.2874,49.2656,28.2549,13.2455,0.010578,1.5669,1.9473,3.1605,0.85674,1.2321,-23.4637,3.6953,0.32193,1.5652,1.93,2.2963,0.042659,6.3625,4.9562,0.9564,124.91
1.56,3.93,0.585,0.157,50.7,1.2874,50.2656,29.5646,14.3647,0.010578,1.5669,1.9473,3.1605,0.85674,1.2321,-23.4637,3.6953,0.32193,1.5652,1.93,2.2963,0.042659,6.1245,4.0216,0.8541,138.15
1.56,3.93,0.585,0.157,58.01,1.2874,52.2655,30.2569,15.2569,0.010578,1.5669,1.9473,3.1605,0.85674,1.2321,-23.4637,3.6953,0.32193,1.5652,1.93,2.2963,0.042659,5.2569,3.3614,0.7584,148.59
1.56,3.93,0.585,0.157,65.26,1.2874,54.2145,31.2656,16.3696,0.010578,1.5669,1.9473,3.1605,0.85674,1.2321,-23.4637,3.6953,0.32193,1.5652,1.93,2.2963,0.042659,4.3625,3.0978,0.6529,152.9
1.56,3.93,0.585,0.157,72.51,1.2874,56.3278,32.2659,17.2585,0.010578,1.5669,1.9473,3.1605,0.85674,1.2321,-23.4637,3.6953,0.32193,1.5652,1.93,2.2963,0.042659,3.2659,2.5426,0.5623,153.21
1.56,3.93,0.585,0.157,79.77,1.2874,58.3649,33.2654,18.3645,0.010578,1.5669,1.9473,3.1605,0.85674,1.2321,-23.4637,3.6953,0.32193,1.5652,1.93,2.2963,0.042659,3.0112,2.3659,0.4545,141.27
1.56,3.93,0.78,0.019,36.25,0.16302,5.9095,3.2322,1.7947,1.9617e-05,1.5672,1.9481,0.39434,0.12159,0.16367,-25.0989,0.471,0.044929,1.5649,1.9324,0.34182,0.040065,0.13121,0.5312,0.055738,7.88
1.56,3.93,0.78,0.019,39.16,0.16302,6.3839,3.4917,1.9387,1.9617e-05,1.5672,1.9481,0.39434,0.12159,0.16367,-25.0989,0.471,0.044929,1.5649,1.9324,0.34182,0.040065,0.12146,0.4917,0.051596,7.88
1.56,3.93,0.78,0.019,43.5,0.16302,7.0914,3.8787,2.1536,1.9617e-05,1.5672,1.9481,0.39434,0.12159,0.16367,-25.0989,0.471,0.044929,1.5649,1.9324,0.34182,0.040065,0.10934,0.44266,0.046448,7.88
1.56,3.93,0.78,0.019,50.7,0.16302,8.2651,4.5207,2.51,1.9617e-05,1.5672,1.9481,0.39434,0.12159,0.16367,-25.0989,0.471,0.044929,1.5649,1.9324,0.34182,0.040065,0.093816,0.3798,0.039852,7.88
1.56,3.93,0.78,0.019,58.01,0.16302,9.4568,5.1724,2.872,1.9617e-05,1.5672,1.9481,0.39434,0.12159,0.16367,-25.0989,0.471,0.044929,1.5649,1.9324,0.34182,0.040065,0.081993,0.33194,0.03483,7.88
1.56,3.93,0.78,0.019,65.26,0.16302,10.6387,5.8189,3.2309,1.9617e-05,1.5672,1.9481,0.39434,0.12159,0.16367,-25.0989,0.471,0.044929,1.5649,1.9324,0.34182,0.040065,0.072884,0.29506,0.030961,7.88
1.56,3.93,0.78,0.019,72.51,0.16302,11.8206,6.4653,3.5898,1.9617e-05,1.5672,1.9481,0.39434,0.12159,0.16367,-25.0989,0.471,0.044929,1.5649,1.9324,0.34182,0.040065,0.065596,0.26556,0.027865,7.88
1.56,3.93,0.78,0.019,79.77,0.16302,13.0041,7.1127,3.9492,1.9617e-05,1.5672,1.9481,0.39434,0.12159,0.16367,-25.0989,0.471,0.044929,1.5649,1.9324,0.34182,0.040065,0.059627,0.24139,0.025329,7.88
1.56,3.93,0.78,0.039,36.25,0.33462,12.13,6.6346,3.6838,0.000169,1.5672,1.9481,0.80942,0.24958,0.33594,-25.0989,0.96678,0.092224,1.5649,1.9324,0.70162,0.040065,0.55096,1.194,0.22227,22.22
1.56,3.93,0.78,0.039,39.16,0.33462,13.1037,7.1672,3.9795,0.000169,1.5672,1.9481,0.80942,0.24958,0.33594,-25.0989,0.96678,0.092224,1.5649,1.9324,0.70162,0.040065,0.51002,1.1053,0.20575,22.22
1.56,3.93,0.78,0.039,43.5,0.33462,14.556,7.9615,4.4205,0.000169,1.5672,1.9481,0.80942,0.24958,0.33594,-25.0989,0.96678,0.092224,1.5649,1.9324,0.70162,0.040065,0.45913,0.99499,0.18456,22.22
1.56,3.93,0.78,0.039,50.7,0.33462,16.9652,9.2792,5.1522,0.000169,1.5672,1.9481,0.80942,0.24958,0.33594,-25.0989,0.96678,0.092224,1.5649,1.9324,0.70162,0.040065,0.3945,0.8745,0.1625,22.22
1.56,3.93,0.78,0.039,58.01,0.33462,19.4113,10.6171,5.8951,0.000169,1.5672,1.9481,0.80942,0.24958,0.33594,-25.0989,0.96678,0.092224,1.5649,1.9324,0.70162,0.040065,0.3319,0.7926,0.1427,22.22
1.56,3.93,0.78,0.039,65.26,0.33462,21.8373,11.944,6.6318,0.000169,1.5672,1.9481,0.80942,0.24958,0.33594,-25.0989,0.96678,0.092224,1.5649,1.9324,0.70162,0.040065,0.2849,0.6849,0.1149,22.22
1.56,3.93,0.78,0.039,72.51,0.33462,24.2633,13.271,7.3686,0.000169,1.5672,1.9481,0.80942,0.24958,0.33594,-25.0989,0.96678,0.092224,1.5649,1.9324,0.70162,0.040065,0.2379,0.5714,0.0953,22.22
1.56,3.93,0.78,0.039,79.77,0.33462,26.6926,14.5997,8.1063,0.000169,1.5672,1.9481,0.80942,0.24958,0.33594,-25.0989,0.96678,0.092224,1.5649,1.9324,0.70162,0.040065,0.1846,0.4875,0.0714,22.22
1.56,3.93,0.78,0.057,36.25,0.48906,17.7284,9.6967,5.384,0.00052965,1.5672,1.9481,1.183,0.36478,0.491,-25.0989,1.413,0.13479,1.5649,1.9324,1.0254,0.040065,1.1709,1.6878,0.34764,49.16
1.56,3.93,0.78,0.057,39.16,0.48906,19.1516,10.4751,5.8162,0.00052965,1.5672,1.9481,1.183,0.36478,0.491,-25.0989,1.413,0.13479,1.5649,1.9324,1.0254,0.040065,1.0786,1.5746,0.3265,49.88
1.56,3.93,0.78,0.057,43.5,0.48906,21.2741,11.636,6.4608,0.00052965,1.5672,1.9481,1.183,0.36478,0.491,-25.0989,1.413,0.13479,1.5649,1.9324,1.0254,0.040065,0.9725,1.4659,0.3069,52.08
1.56,3.93,0.78,0.057,50.7,0.48906,24.7953,13.562,7.5301,0.00052965,1.5672,1.9481,1.183,0.36478,0.491,-25.0989,1.413,0.13479,1.5649,1.9324,1.0254,0.040065,0.8846,1.3549,0.2715,53.7
1.56,3.93,0.78,0.057,58.01,0.48906,28.3704,15.5173,8.6159,0.00052965,1.5672,1.9481,1.183,0.36478,0.491,-25.0989,1.413,0.13479,1.5649,1.9324,1.0254,0.040065,0.7753,1.2415,0.2515,56.91
1.56,3.93,0.78,0.057,65.26,0.48906,31.9161,17.4567,9.6926,0.00052965,1.5672,1.9481,1.183,0.36478,0.491,-25.0989,1.413,0.13479,1.5649,1.9324,1.0254,0.040065,0.6693,1.1625,0.2394,60.87
1.56,3.93,0.78,0.057,72.51,0.48906,35.4617,19.396,10.7694,0.00052965,1.5672,1.9481,1.183,0.36478,0.491,-25.0989,1.413,0.13479,1.5649,1.9324,1.0254,0.040065,0.5549,1.0869,0.2146,60.87
1.56,3.93,0.78,0.057,79.77,0.48906,39.0123,21.338,11.8477,0.00052965,1.5672,1.9481,1.183,0.36478,0.491,-25.0989,1.413,0.13479,1.5649,1.9324,1.0254,0.040065,0.4326,0.9846,0.1956,60.87
1.56,3.93,0.78,0.078,36.25,0.66924,24.2599,13.2691,7.3676,0.0013572,1.5672,1.9481,1.6188,0.49917,0.67189,-25.0989,1.9336,0.18445,1.5649,1.9324,1.4032,0.040065,2.1742,2.4862,0.35041,49.55
1.56,3.93,0.78,0.078,39.16,0.66924,26.2074,14.3343,7.959,0.0013572,1.5672,1.9481,1.6188,0.49917,0.67189,-25.0989,1.9336,0.18445,1.5649,1.9324,1.4032,0.040065,2.0745,2.3845,0.3369,51.46
1.56,3.93,0.78,0.078,43.5,0.66924,29.1119,15.9229,8.8411,0.0013572,1.5672,1.9481,1.6188,0.49917,0.67189,-25.0989,1.9336,0.18445,1.5649,1.9324,1.4032,0.040065,1.9654,2.2846,0.3124,53.01
1.56,3.93,0.78,0.078,50.7,0.66924,33.9305,18.5585,10.3044,0.0013572,1.5672,1.9481,1.6188,0.49917,0.67189,-25.0989,1.9336,0.18445,1.5649,1.9324,1.4032,0.040065,1.8836,2.1846,0.2945,58.24
1.56,3.93,0.78,0.078,58.01,0.66924,38.8226,21.2343,11.7901,0.0013572,1.5672,1.9481,1.6188,0.49917,0.67189,-25.0989,1.9336,0.18445,1.5649,1.9324,1.4032,0.040065,1.7843,2.0842,0.2716,61.46
1.56,3.93,0.78,0.078,65.26,0.66924,43.6746,23.8881,13.2636,0.0013572,1.5672,1.9481,1.6188,0.49917,0.67189,-25.0989,1.9336,0.18445,1.5649,1.9324,1.4032,0.040065,1.6895,1.9825,0.2516,62.67
1.56,3.93,0.78,0.078,72.51,0.66924,48.5266,26.5419,14.7371,0.0013572,1.5672,1.9481,1.6188,0.49917,0.67189,-25.0989,1.9336,0.18445,1.5649,1.9324,1.4032,0.040065,1.5826,1.8846,0.2313,62.67
1.56,3.93,0.78,0.078,79.77,0.66924,53.3853,29.1994,16.2127,0.0013572,1.5672,1.9481,1.6188,0.49917,0.67189,-25.0989,1.9336,0.18445,1.5649,1.9324,1.4032,0.040065,1.4852,1.7843,0.2014,62.67
1.56,3.93,0.78,0.098,36.25,0.84084,30.4805,16.6715,9.2567,0.0026918,1.5672,1.9481,2.0339,0.62716,0.84417,-25.0989,2.4294,0.23174,1.5649,1.9324,1.763,0.040065,3.3955,3.1807,0.62003,82.09
1.56,3.93,0.78,0.098,39.16,0.84084,32.9273,18.0098,9.9998,0.0026918,1.5672,1.9481,2.0339,0.62716,0.84417,-25.0989,2.4294,0.23174,1.5649,1.9324,1.763,0.040065,3.2956,3.0846,0.6036,87.07
1.56,3.93,0.78,0.098,43.5,0.84084,36.5765,20.0057,11.108,0.0026918,1.5672,1.9481,2.0339,0.62716,0.84417,-25.0989,2.4294,0.23174,1.5649,1.9324,1.763,0.040065,3.1943,2.9863,0.5896,95.14
1.56,3.93,0.78,0.098,50.7,0.84084,42.6306,23.317,12.9466,0.0026918,1.5672,1.9481,2.0339,0.62716,0.84417,-25.0989,2.4294,0.23174,1.5649,1.9324,1.763,0.040065,3.0943,2.8846,0.5613,106.99
1.56,3.93,0.78,0.098,58.01,0.84084,48.7771,26.6789,14.8132,0.0026918,1.5672,1.9481,2.0339,0.62716,0.84417,-25.0989,2.4294,0.23174,1.5649,1.9324,1.763,0.040065,2.9954,2.7816,0.5413,119.09
1.56,3.93,0.78,0.098,65.26,0.84084,54.8732,30.0132,16.6646,0.0026918,1.5672,1.9481,2.0339,0.62716,0.84417,-25.0989,2.4294,0.23174,1.5649,1.9324,1.763,0.040065,2.8916,2.6843,0.5213,130.05
1.56,3.93,0.78,0.098,72.51,0.84084,60.9693,33.3475,18.5159,0.0026918,1.5672,1.9481,2.0339,0.62716,0.84417,-25.0989,2.4294,0.23174,1.5649,1.9324,1.763,0.040065,2.7989,2.5846,0.4986,139.31
1.56,3.93,0.78,0.098,79.77,0.84084,67.0738,36.6864,20.3698,0.0026918,1.5672,1.9481,2.0339,0.62716,0.84417,-25.0989,2.4294,0.23174,1.5649,1.9324,1.763,0.040065,2.6923,2.4963,0.4632,143.74
1.56,3.93,0.78,0.118,36.25,1.0124,36.7009,20.0738,11.1458,0.0046991,1.5672,1.9481,2.449,0.75515,1.0164,-25.0989,2.9251,0.27904,1.5649,1.9324,2.1229,0.040065,4.8575,3.8624,0.3549,50.19
1.56,3.93,0.78,0.118,39.16,1.0124,39.6472,21.6852,12.0405,0.0046991,1.5672,1.9481,2.449,0.75515,1.0164,-25.0989,2.9251,0.27904,1.5649,1.9324,2.1229,0.040065,4.7512,3.7659,0.3369,51.46
1.56,3.93,0.78,0.118,43.5,1.0124,44.411,24.0886,13.3749,0.0046991,1.5672,1.9481,2.449,0.75515,1.0164,-25.0989,2.9251,0.27904,1.5649,1.9324,2.1229,0.040065,4.6523,3.6696,0.3148,53.42
1.56,3.93,0.78,0.118,50.7,1.0124,51.3307,28.0756,15.5887,0.0046991,1.5672,1.9481,2.449,0.75515,1.0164,-25.0989,2.9251,0.27904,1.5649,1.9324,2.1229,0.040065,4.5589,3.5627,0.2956,58.46
1.56,3.93,0.78,0.118,58.01,1.0124,58.7316,32.1236,17.8363,0.0046991,1.5672,1.9481,2.449,0.75515,1.0164,-25.0989,2.9251,0.27904,1.5649,1.9324,2.1229,0.040065,4.4519,3.4529,0.2745,62.12
1.56,3.93,0.78,0.118,65.26,1.0124,66.0718,36.1384,20.0655,0.0046991,1.5672,1.9481,2.449,0.75515,1.0164,-25.0989,2.9251,0.27904,1.5649,1.9324,2.1229,0.040065,4.3569,3.3698,0.2549,64.89
1.56,3.93,0.78,0.118,72.51,1.0124,73.412,40.1531,22.2946,0.0046991,1.5672,1.9481,2.449,0.75515,1.0164,-25.0989,2.9251,0.27904,1.5649,1.9324,2.1229,0.040065,4.2517,3.2549,0.2323,65.71
1.56,3.93,0.78,0.118,79.77,1.0124,80.7623,44.1734,24.5269,0.0046991,1.5672,1.9481,2.449,0.75515,1.0164,-25.0989,2.9251,0.27904,1.5649,1.9324,2.1229,0.040065,4.1596,3.1549,0.2147,66.81
1.56,3.93,0.78,0.137,36.25,1.1755,42.6104,23.306,12.9404,0.0073541,1.5672,1.9481,2.8434,0.87674,1.1801,-25.0989,3.3961,0.32397,1.5649,1.9324,2.4647,0.040065,6.4481,4.6133,0.62714,82.72
1.56,3.93,0.78,0.137,39.16,1.1755,46.031,25.1769,13.9792,0.0073541,1.5672,1.9481,2.8434,0.87674,1.1801,-25.0989,3.3961,0.32397,1.5649,1.9324,2.4647,0.040065,5.2569,4.2659,0.3369,89.36
1.56,3.93,0.78,0.137,43.5,1.1755,51.1325,27.9672,15.5285,0.0073541,1.5672,1.9481,2.8434,0.87674,1.1801,-25.0989,3.3961,0.32397,1.5649,1.9324,2.4647,0.040065,5.0216,3.2659,0.3148,53.42
1.56,3.93,0.78,0.137,50.7,1.1755,59.5958,32.5963,18.0988,0.0073541,1.5672,1.9481,2.8434,0.87674,1.1801,-25.0989,3.3961,0.32397,1.5649,1.9324,2.4647,0.040065,4.2569,2.2659,0.2956,58.46
1.56,3.93,0.78,0.137,58.01,1.1755,68.1884,37.2961,20.7083,0.0073541,1.5672,1.9481,2.8434,0.87674,1.1801,-25.0989,3.3961,0.32397,1.5649,1.9324,2.4647,0.040065,4.0217,2.0124,0.2745,62.12
1.56,3.93,0.78,0.137,65.26,1.1755,76.7105,41.9573,23.2964,0.0073541,1.5672,1.9481,2.8434,0.87674,1.1801,-25.0989,3.3961,0.32397,1.5649,1.9324,2.4647,0.040065,3.9631,1.9836,0.2549,62.84
1.56,3.93,0.78,0.137,72.51,1.1755,85.2326,46.6185,25.8845,0.0073541,1.5672,1.9481,2.8434,0.87674,1.1801,-25.0989,3.3961,0.32397,1.5649,1.9324,2.4647,0.040065,2.6592,1.2256,0.2323,65.71
1.56,3.93,0.78,0.137,79.77,1.1755,93.7664,51.2861,28.4761,0.0073541,1.5672,1.9481,2.8434,0.87674,1.1801,-25.0989,3.3961,0.32397,1.5649,1.9324,2.4647,0.040065,2.0139,1.0122,0.2147,66.81
1.56,3.93,0.78,0.157,36.25,1.3471,48.8309,26.7084,14.8296,0.011068,1.5672,1.9481,3.2585,1.0047,1.3524,-25.0989,3.8919,0.37126,1.5649,1.9324,2.8245,0.040065,7.2369,5.4277,0.63039,83.01
1.56,3.93,0.78,0.157,39.16,1.3471,52.7509,28.8524,16.02,0.011068,1.5672,1.9481,3.2585,1.0047,1.3524,-25.0989,3.8919,0.37126,1.5649,1.9324,2.8245,0.040065,7.1102,5.0012,0.4756,72.25
1.56,3.93,0.78,0.157,43.5,1.3471,58.5971,32.05,17.7955,0.011068,1.5672,1.9481,3.2585,1.0047,1.3524,-25.0989,3.8919,0.37126,1.5649,1.9324,2.8245,0.040065,6.3625,4.9562,0.3849,65.31
1.56,3.93,0.78,0.157,50.7,1.3471,66.2959,37.3549,20.7409,0.011068,1.5672,1.9481,3.2585,1.0047,1.3524,-25.0989,3.8919,0.37126,1.5649,1.9324,2.8245,0.040065,6.1245,4.0216,0.2974,58.82
1.56,3.93,0.78,0.157,58.01,1.3471,78.143,42.7407,23.7314,0.011068,1.5672,1.9481,3.2585,1.0047,1.3524,-25.0989,3.8919,0.37126,1.5649,1.9324,2.8245,0.040065,5.2569,3.3614,0.1924,43.54
1.56,3.93,0.78,0.157,65.26,1.3471,87.9091,48.0824,26.6973,0.011068,1.5672,1.9481,3.2585,1.0047,1.3524,-25.0989,3.8919,0.37126,1.5649,1.9324,2.8245,0.040065,4.3625,3.0978,0.1142,29.07
1.56,3.93,0.78,0.157,72.51,1.3471,97.6753,53.4241,29.6632,0.011068,1.5672,1.9481,3.2585,1.0047,1.3524,-25.0989,3.8919,0.37126,1.5649,1.9324,2.8245,0.040065,3.2659,2.5426,0.0945,26.73
1.56,3.93,0.78,0.157,79.77,1.3471,107.455,58.7731,32.6332,0.011068,1.5672,1.9481,3.2585,1.0047,1.3524,-25.0989,3.8919,0.37126,1.5649,1.9324,2.8245,0.040065,3.0112,2.3659,0.0458,14.25
1.56,3.93,0.975,0.019,36.25,0.17062,6.185,3.3635,1.9986,2.0531e-05,1.5676,1.9489,0.40331,0.14045,0.17665,-26.6752,0.49206,0.051693,1.5644,1.9342,0.41692,0.038298,5.1234,4.4456,2.5789,137.08
1.56,3.93,0.975,0.019,39.16,0.17062,6.6815,3.6335,2.159,2.0531e-05,1.5676,1.9489,0.40331,0.14045,0.17665,-26.6752,0.49206,0.051693,1.5644,1.9342,0.41692,0.038298,4.8805,3.7548,1.8217,138.43
1.56,3.93,0.975,0.019,43.5,0.17062,7.422,4.0362,2.3983,2.0531e-05,1.5676,1.9489,0.40331,0.14045,0.17665,-26.6752,0.49206,0.051693,1.5644,1.9342,0.41692,0.038298,3.1943,3.2145,1.64,149.41
1.56,3.93,0.975,0.019,50.7,0.17062,8.6504,4.7042,2.7953,2.0531e-05,1.5676,1.9489,0.40331,0.14045,0.17665,-26.6752,0.49206,0.051693,1.5644,1.9342,0.41692,0.038298,3.0943,2.9856,1.4071,167.49
1.56,3.93,0.975,0.019,58.01,0.17062,9.8977,5.3825,3.1983,2.0531e-05,1.5676,1.9489,0.40331,0.14045,0.17665,-26.6752,0.49206,0.051693,1.5644,1.9342,0.41692,0.038298,2.9954,2.6548,1.2298,183.59
1.56,3.93,0.975,0.019,65.26,0.17062,11.1347,6.0552,3.598,2.0531e-05,1.5676,1.9489,0.40331,0.14045,0.17665,-26.6752,0.49206,0.051693,1.5644,1.9342,0.41692,0.038298,2.8916,2.1548,1.0932,197.94
1.56,3.93,0.975,0.019,72.51,0.17062,12.3717,6.7279,3.9977,2.0531e-05,1.5676,1.9489,0.40331,0.14045,0.17665,-26.6752,0.49206,0.051693,1.5644,1.9342,0.41692,0.038298,2.7989,1.9845,0.98385,210.77
1.56,3.93,0.975,0.019,79.77,0.17062,13.6104,7.4015,4.398,2.0531e-05,1.5676,1.9489,0.40331,0.14045,0.17665,-26.6752,0.49206,0.051693,1.5644,1.9342,0.41692,0.038298,2.6923,1.4587,0.89431,222.2
1.56,3.93,0.975,0.039,36.25,0.35022,12.6955,6.904,4.1024,0.00017756,1.5676,1.9489,0.82785,0.28828,0.36261,-26.6752,1.01,0.10611,1.5644,1.9342,0.85579,0.038298,0.54755,1.0957,0.24394,34.49
1.56,3.93,0.975,0.039,39.16,0.35022,13.7146,7.4582,4.4317,0.00017756,1.5676,1.9489,0.82785,0.28828,0.36261,-26.6752,1.01,0.10611,1.5644,1.9342,0.85579,0.038298,0.4756,1.0786,0.20575,31.43
1.56,3.93,0.975,0.039,43.5,0.35022,15.2346,8.2848,4.9228,0.00017756,1.5676,1.9489,0.82785,0.28828,0.36261,-26.6752,1.01,0.10611,1.5644,1.9342,0.85579,0.038298,0.3849,0.9725,0.18456,31.32
1.56,3.93,0.975,0.039,50.7,0.35022,17.7562,9.656,5.7377,0.00017756,1.5676,1.9489,0.82785,0.28828,0.36261,-26.6752,1.01,0.10611,1.5644,1.9342,0.85579,0.038298,0.2974,0.8846,0.1625,32.14
1.56,3.93,0.975,0.039,58.01,0.35022,20.3163,11.0483,6.5649,0.00017756,1.5676,1.9489,0.82785,0.28828,0.36261,-26.6752,1.01,0.10611,1.5644,1.9342,0.85579,0.038298,0.1924,0.7753,0.1427,31.52
1.56,3.93,0.975,0.039,65.26,0.35022,22.8554,12.4291,7.3854,0.00017756,1.5676,1.9489,0.82785,0.28828,0.36261,-26.6752,1.01,0.10611,1.5644,1.9342,0.85579,0.038298,0.1142,0.6693,0.1149,25.9
1.56,3.93,0.975,0.039,72.51,0.35022,25.3945,13.8099,8.2059,0.00017756,1.5676,1.9489,0.82785,0.28828,0.36261,-26.6752,1.01,0.10611,1.5644,1.9342,0.85579,0.038298,0.0945,0.5549,0.0953,17.01
1.56,3.93,0.975,0.039,79.77,0.35022,27.937,15.1926,9.0275,0.00017756,1.5676,1.9489,0.82785,0.28828,0.36261,-26.6752,1.01,0.10611,1.5644,1.9342,0.85579,0.038298,0.0458,0.4326,0.0714,17.01
1.56,3.93,0.975,0.059,36.25,0.52982,19.206,10.4445,6.2062,0.00061477,1.5676,1.9489,1.2524,0.43612,0.54856,-26.6752,1.528,0.16052,1.5644,1.9342,1.2947,0.038298,1.248,1.8089,0.30276,42.81
1.56,3.93,0.975,0.059,39.16,0.52982,20.7478,11.2829,6.7044,0.00061477,1.5676,1.9489,1.2524,0.43612,0.54856,-26.6752,1.528,0.16052,1.5644,1.9342,1.2947,0.038298,1.0786,1.5746,0.2945,44.99
1.56,3.93,0.975,0.059,43.5,0.52982,23.0472,12.5334,7.4474,0.00061477,1.5676,1.9489,1.2524,0.43612,0.54856,-26.6752,1.528,0.16052,1.5644,1.9342,1.2947,0.038298,0.9725,1.4659,0.2716,46.09
1.56,3.93,0.975,0.059,50.7,0.52982,26.8919,14.6079,8.6801,0.00061477,1.5676,1.9489,1.2524,0.43612,0.54856,-26.6752,1.528,0.16052,1.5644,1.9342,1.2947,0.038298,0.8846,1.3549,0.2516,49.76
1.56,3.93,0.975,0.059,58.01,0.52982,30.7349,16.714,9.9316,0.00061477,1.5676,1.9489,1.2524,0.43612,0.54856,-26.6752,1.528,0.16052,1.5644,1.9342,1.2947,0.038298,0.7753,1.2415,0.2313,52.34
1.56,3.93,0.975,0.059,65.26,0.52982,34.5761,18.8029,11.1728,0.00061477,1.5676,1.9489,1.2524,0.43612,0.54856,-26.6752,1.528,0.16052,1.5644,1.9342,1.2947,0.038298,0.6693,1.1625,0.2014,51.27
1.56,3.93,0.975,0.059,72.51,0.52982,38.4172,20.8918,12.414,0.00061477,1.5676,1.9489,1.2524,0.43612,0.54856,-26.6752,1.528,0.16052,1.5644,1.9342,1.2947,0.038298,0.5549,1.0869,0.1818,51.42
1.56,3.93,0.975,0.059,79.77,0.52982,42.2637,22.9836,13.657,0.00061477,1.5676,1.9489,1.2524,0.43612,0.54856,-26.6752,1.528,0.16052,1.5644,1.9342,1.2947,0.038298,0.4326,0.9846,0.1665,51.81
1.56,3.93,0.975,0.078,36.25,0.70044,25.3909,13.808,8.2047,0.0014205,1.5676,1.9489,1.6557,0.57657,0.72521,-26.6752,2.02,0.21222,1.5644,1.9342,1.7116,0.038298,2.1691,2.7205,0.38422,54.33
1.56,3.93,0.975,0.078,39.16,0.70044,27.4292,14.9164,8.8634,0.0014205,1.5676,1.9489,1.6557,0.57657,0.72521,-26.6752,2.02,0.21222,1.5644,1.9342,1.7116,0.038298,1.8217,2.3845,0.3369,51.46
1.56,3.93,0.975,0.078,43.5,0.70044,30.4691,16.5695,9.8457,0.0014205,1.5676,1.9489,1.6557,0.57657,0.72521,-26.6752,2.02,0.21222,1.5644,1.9342,1.7116,0.038298,1.64,2.2846,0.3148,53.42
1.56,3.93,0.975,0.078,50.7,0.70044,35.5123,19.3121,11.4753,0.0014205,1.5676,1.9489,1.6557,0.57657,0.72521,-26.6752,2.02,0.21222,1.5644,1.9342,1.7116,0.038298,1.4071,2.1846,0.2956,58.46
1.56,3.93,0.975,0.078,58.01,0.70044,40.6325,22.0965,13.1299,0.0014205,1.5676,1.9489,1.6557,0.57657,0.72521,-26.6752,2.02,0.21222,1.5644,1.9342,1.7116,0.038298,1.2298,2.0842,0.2745,62.12
1.56,3.93,0.975,0.078,65.26,0.70044,45.7107,24.8581,14.7708,0.0014205,1.5676,1.9489,1.6557,0.57657,0.72521,-26.6752,2.02,0.21222,1.5644,1.9342,1.7116,0.038298,1.0932,1.9825,0.2549,64.89
1.56,3.93,0.975,0.078,72.51,0.70044,50.7889,27.6197,16.4118,0.0014205,1.5676,1.9489,1.6557,0.57657,0.72521,-26.6752,2.02,0.21222,1.5644,1.9342,1.7116,0.038298,0.98385,1.8846,0.2323,65.71
1.56,3.93,0.975,0.078,79.77,0.70044,55.8741,30.3851,18.055,0.0014205,1.5676,1.9489,1.6557,0.57657,0.72521,-26.6752,2.02,0.21222,1.5644,1.9342,1.7116,0.038298,0.89431,1.7843,0.2147,66.81
1.56,3.93,0.975,0.098,36.25,0.88004,31.9014,17.3485,10.3085,0.0028173,1.5676,1.9489,2.0802,0.7244,0.91116,-26.6752,2.538,0.26663,1.5644,1.9342,2.1504,0.038298,3.3977,4.0236,0.50238,70.09
1.56,3.93,0.975,0.098,39.16,0.88004,34.4624,18.7411,11.1361,0.0028173,1.5676,1.9489,2.0802,0.7244,0.91116,-26.6752,2.538,0.26663,1.5644,1.9342,2.1504,0.038298,3.7659,3.7659,0.3369,51.46
1.56,3.93,0.975,0.098,43.5,0.88004,38.2817,20.8181,12.3702,0.0028173,1.5676,1.9489,2.0802,0.7244,0.91116,-26.6752,2.538,0.26663,1.5644,1.9342,2.1504,0.038298,3.6696,3.6696,0.3148,53.42
1.56,3.93,0.975,0.098,50.7,0.88004,44.618,24.2639,14.4177,0.0028173,1.5676,1.9489,2.0802,0.7244,0.91116,-26.6752,2.538,0.26663,1.5644,1.9342,2.1504,0.038298,3.5627,3.5627,0.2956,58.46
